iter	Passed	Remaining
906	4025	412
907	4030	408
908	4035	403
909	4040	399
910	4043	395
911	4048	390
912	4052	386
913	4056	381
914	4059	377
915	4063	372
916	4067	368
917	4071	363
918	4074	359
919	4079	354
920	4083	350
921	4088	345
922	4094	341
923	4099	337
924	4103	332
925	4108	328
926	4111	323
927	4116	319
928	4121	315
929	4127	310
930	4131	306
931	4138	301
932	4142	297
933	4147	293
934	4153	288
935	4157	284
936	4163	279
937	4168	275
938	4172	271
939	4177	266
940	4182	262
941	4187	257
942	4192	253
943	4197	249
944	4201	244
945	4204	240
946	4209	235
947	4213	231
948	4216	226
949	4221	222
950	4222	217
951	4224	212
952	4229	208
953	4234	204
954	4238	199
955	4246	195
956	4252	191
957	4258	186
958	4263	182
959	4268	177
960	4276	173
961	4286	169
962	4299	165
963	4303	160
964	4307	156
965	4310	151
966	4314	147
967	4319	142
968	4323	138
969	4327	133
970	4332	129
971	4337	124
972	4343	120
973	4349	116
974	4355	111
975	4360	107
976	4363	102
977	4367	98
978	4371	93
979	4376	89
980	4380	84
981	4384	80
982	4390	75
983	4395	71
984	4399	67
985	4402	62
986	4407	58
987	4412	53
988	4416	49
989	4420	44
990	4424	40
991	4428	35
992	4431	31
993	4434	26
994	4438	22
995	4441	17
996	4444	13
997	4450	8
998	4455	4
999	4459	0
